host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,count_total
within a few hours,99,f,354,Other neighborhoods,47.66429464,-122.3591701,House,Entire home/apt,6,2,3,3,359,0,230,1,0,3,18,32,32,32,1,80,8,10,4,8,10,8,f,strict,457
within an hour,100,f,1,Capitol Hill,47.64955163,-122.3183086,Apartment,Entire home/apt,4,1,1,2,79,500,50,3,25,2,6,26,44,273,2,100,10,10,10,10,10,10,f,moderate,463
N/A,94.88888889,f,1,Rainier Valley,47.50845297,-122.240607,House,Entire home/apt,2,1,1,1,93,250,35,2,20,1,29,59,88,88,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,46
within an hour,100,f,1,Capitol Hill,47.63233495,-122.2755303,Condominium,Entire home/apt,2,1,0,1,99,300,45,1,0,3,30,60,90,179,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,364
within a day,100,f,1,Queen Anne,47.6411863,-122.3420846,Apartment,Entire home/apt,3,1.5,2,1,87,0,0,1,0,1,7,7,7,7,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,101
within an hour,98,t,6,Queen Anne,47.63912312,-122.3656665,Apartment,Entire home/apt,4,1,1,1,150,100,40,1,0,2,13,13,16,291,43,96,10,10,10,10,10,10,f,strict,577
within an hour,100,t,1,Queen Anne,47.63660545,-122.3685191,House,Private room,2,1,1,1,80,150,0,1,10,3,20,49,71,346,58,99,10,10,10,10,10,10,f,moderate,531
within an hour,100,t,5,Queen Anne,47.64016054,-122.375856,Cabin,Private room,2,1,1,1,60,150,25,1,0,2,22,42,42,100,173,97,10,10,10,10,9,10,f,strict,504
within an hour,98,t,6,Queen Anne,47.63749172,-122.3668886,Apartment,Entire home/apt,4,1,1,1,150,100,40,1,0,2,6,19,49,324,32,97,10,10,10,10,10,9,f,strict,579
within a few hours,100,t,1,Queen Anne,47.63548171,-122.3584778,House,Entire home/apt,2,1,1,1,95,0,15,2,15,3,0,0,0,153,181,97,10,10,10,10,10,10,f,moderate,664
within an hour,100,t,1,Queen Anne,47.63554551,-122.3731708,Apartment,Entire home/apt,4,1,2,3,245,300,95,1,0,3,30,60,90,362,13,98,10,10,10,10,10,10,f,moderate,553
within an hour,100,t,1,Queen Anne,47.64064588,-122.3724059,House,Private room,2,1,1,1,99,100,15,1,0,2,29,52,82,171,45,98,10,10,10,10,10,10,t,moderate,443
within an hour,100,t,5,Queen Anne,47.63926602,-122.3747258,Camper/RV,Private room,2,1,1,1,45,150,25,1,0,2,22,49,49,107,80,95,10,10,10,10,9,9,f,strict,438
within an hour,98,t,6,Queen Anne,47.63900778,-122.3653201,Apartment,Entire home/apt,4,1,1,1,175,0,40,1,0,2,19,46,62,323,38,96,10,10,10,10,10,10,f,strict,583
within a few hours,100,t,1,Queen Anne,47.63461628,-122.3580227,Apartment,Entire home/apt,2,1,0,1,80,0,20,1,0,3,12,38,40,201,11,98,10,10,10,10,10,10,f,flexible,474
within an hour,100,t,1,Queen Anne,47.63365004,-122.3604497,Apartment,Entire home/apt,3,1.5,1,2,150,0,50,1,0,2,8,34,64,339,18,98,10,10,10,10,10,10,f,moderate,546
within an hour,100,t,3,Queen Anne,47.63256274,-122.3672228,House,Entire home/apt,2,1,0,1,95,200,60,1,0,3,18,32,50,321,77,98,10,10,10,10,10,10,t,moderate,530
within an hour,100,t,5,Queen Anne,47.64105215,-122.3750817,Apartment,Entire home/apt,2,1,0,1,90,150,25,1,0,2,18,45,45,103,109,97,10,10,10,10,9,10,f,strict,370
within an hour,100,t,5,Queen Anne,47.64152493,-122.3761504,Camper/RV,Private room,2,1,1,2,60,150,25,2,0,2,19,44,44,102,191,97,10,10,10,10,9,10,f,strict,509
within a few hours,100,t,4,Ballard,47.67362807,-122.389302,House,Entire home/apt,12,3.5,5,7,465,1000,250,1,0,3,3,26,46,175,5,96,10,10,10,10,10,9,f,strict,691
within an hour,100,t,1,Ballard,47.6716905,-122.3852391,House,Private room,4,1,1,2,95,0,30,2,35,2,7,22,52,327,151,97,10,10,10,10,10,10,f,moderate,534
within an hour,100,t,1,Ballard,47.66869206,-122.3960894,Apartment,Entire home/apt,2,1.5,1,1,125,250,75,0,0,3,27,49,79,354,48,100,10,10,10,10,10,10,f,strict,333
within an hour,100,t,2,Ballard,47.6714184,-122.3853854,Apartment,Entire home/apt,4,1,1,3,129,250,75,1,0,5,16,46,76,215,2,100,10,10,10,10,10,10,f,strict,505
within a few hours,100,t,1,Ballard,47.67268172,-122.3877307,Apartment,Entire home/apt,4,2,2,2,150,0,0,1,0,2,0,3,33,258,27,93,10,10,10,10,10,9,f,moderate,680
within an hour,100,t,2,Ballard,47.67333939,-122.3951203,Cabin,Entire home/apt,2,1,1,1,89,0,10,2,0,2,10,40,70,341,244,97,10,9,10,10,10,10,t,moderate,569
within a few hours,100,t,4,Ballard,47.67175997,-122.3900201,Apartment,Entire home/apt,4,1,1,2,134,200,100,1,0,3,5,28,52,295,40,98,10,10,10,10,10,10,f,strict,510
within an hour,100,t,2,Ballard,47.67582152,-122.3897101,House,Entire home/apt,3,1,1,2,97,100,45,2,10,2,21,47,77,340,44,98,10,10,10,10,10,10,t,strict,557
within a few hours,100,t,1,Ballard,47.67228446,-122.3823135,Condominium,Entire home/apt,2,1,1,1,145,150,45,2,25,2,29,59,88,88,14,97,10,10,10,10,10,9,f,moderate,591
within an hour,100,t,2,Ballard,47.67227237,-122.3841322,Apartment,Entire home/apt,5,1,2,4,129,250,75,1,0,5,12,35,52,313,12,100,10,10,10,10,10,10,f,strict,597
within a few hours,100,t,1,Ballard,47.67260212,-122.3884415,Apartment,Entire home/apt,2,1,1,1,120,350,60,2,20,2,0,0,0,234,25,99,10,10,10,10,10,10,f,moderate,525
within an hour,100,t,1,Ballard,47.66676678,-122.3812427,Apartment,Entire home/apt,4,1,1,1,200,150,0,4,100,2,29,59,88,88,35,95,10,9,10,10,10,9,t,flexible,352
within a few hours,100,t,1,Ballard,47.67575764,-122.3787983,House,Private room,2,1,1,1,70,250,0,2,0,1,30,60,90,365,31,95,10,10,10,10,10,10,f,moderate,635
within a few hours,100,t,1,Ballard,47.67166568,-122.3779123,House,Entire home/apt,5,1.5,2,2,150,100,90,2,10,4,0,10,11,16,26,94,10,9,10,10,10,9,f,moderate,673
within a day,100,t,1,Ballard,47.67145807,-122.3791745,House,Entire home/apt,5,3,2,2,224,600,120,1,0,3,30,60,90,365,15,96,10,10,9,10,10,9,f,strict,666
within a few hours,100,t,4,Ballard,47.67397129,-122.3893805,House,Entire home/apt,8,2.5,4,5,338,500,200,6,0,3,16,46,72,154,13,97,10,10,10,10,10,10,f,strict,771
within an hour,100,t,2,Ballard,47.6736071,-122.3938029,House,Entire home/apt,2,1,1,1,79,0,10,1,0,2,15,41,59,334,44,97,10,10,10,10,10,10,t,moderate,634
within an hour,100,t,1,Ballard,47.66939869,-122.389254,House,Private room,2,1,1,1,80,100,15,1,0,1,20,47,77,166,56,96,10,10,10,10,10,10,f,moderate,504
within a few hours,100,t,1,Ballard,47.67349962,-122.3869636,House,Entire home/apt,2,1,1,1,80,0,25,2,20,2,24,45,61,150,39,98,10,10,10,10,10,10,f,moderate,666
within a few hours,100,t,1,Ballard,47.66934443,-122.3865391,Loft,Private room,3,1,1,1,49,0,7,1,0,1,17,42,69,344,10,90,9,9,10,10,10,9,f,moderate,407
within an hour,90,t,1,Ballard,47.66746398,-122.3782553,Apartment,Entire home/apt,2,1,0,1,75,250,50,2,20,2,22,51,81,356,79,96,10,10,10,10,10,10,f,moderate,655
within a few hours,100,t,2,Ballard,47.67181197,-122.3889813,House,Private room,2,1,1,1,57,100,15,0,0,2,26,53,83,358,50,96,10,10,10,10,10,10,f,moderate,764
within an hour,100,t,2,Ballard,47.66583687,-122.3701323,House,Entire home/apt,10,2.5,3,5,350,500,125,6,25,1,30,60,90,352,13,98,10,10,10,10,10,10,f,strict,463
within an hour,100,t,1,Ballard,47.67269174,-122.3735586,House,Private room,2,1.5,1,1,70,100,20,0,0,2,2,32,62,337,19,98,10,10,10,10,10,10,f,moderate,614
within a few hours,100,t,1,Ballard,47.67529056,-122.3704741,House,Private room,2,1,1,1,53,0,0,1,0,14,0,0,28,168,18,99,10,10,10,10,10,10,f,flexible,590
within a few hours,100,t,1,Ballard,47.66832396,-122.3718212,Apartment,Private room,2,1,1,1,65,0,5,1,0,2,30,60,90,365,64,96,10,10,10,10,10,10,f,moderate,473
within an hour,100,t,1,Ballard,47.66454921,-122.3682089,House,Entire home/apt,2,1,1,1,149,100,50,1,0,2,28,58,88,363,85,99,10,10,10,10,9,10,f,strict,622
within an hour,100,t,1,Ballard,47.66807053,-122.3620862,Apartment,Entire home/apt,3,1,1,2,120,200,55,2,10,2,0,22,52,320,131,97,10,10,10,10,9,10,t,strict,691
within an hour,100,t,1,Ballard,47.67212369,-122.3650094,House,Entire home/apt,2,1,0,1,85,0,30,1,0,2,30,60,90,365,49,98,10,10,10,10,10,10,f,flexible,406
within an hour,100,t,2,Ballard,47.66493716,-122.3616797,Apartment,Entire home/apt,4,1,1,3,110,95,35,2,25,1,16,43,72,345,49,97,10,10,10,10,10,10,f,flexible,431
within an hour,100,t,2,Ballard,47.66444545,-122.370171,House,Private room,2,1,1,1,80,250,25,1,25,1,20,44,72,85,50,95,10,10,10,10,10,9,t,strict,400
within a day,100,t,1,Ballard,47.67122243,-122.3636869,House,Private room,2,1,1,1,80,0,0,1,0,1,10,37,67,342,24,98,10,10,10,10,10,10,f,flexible,361
within a day,100,t,1,Ballard,47.67548903,-122.3675145,Apartment,Entire home/apt,3,1,2,2,80,0,0,1,0,1,0,0,0,247,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,flexible,282
within an hour,100,t,1,Ballard,47.66524464,-122.3704095,Apartment,Entire home/apt,4,1,0,1,95,0,40,2,20,2,3,21,49,313,115,99,10,10,10,10,10,10,f,moderate,712
within a few hours,100,t,2,Ballard,47.67167956,-122.3653898,House,Private room,2,1,1,1,90,0,0,1,0,1,30,60,90,179,72,99,10,10,10,10,10,10,f,flexible,314
within an hour,100,t,1,Ballard,47.66539135,-122.3660988,House,Entire home/apt,3,1,1,1,95,100,0,2,10,3,8,14,38,258,125,97,10,10,10,10,10,10,f,strict,582
within an hour,100,t,1,Ballard,47.67591574,-122.3704736,House,Entire home/apt,5,1,1,3,116,0,60,4,10,2,23,50,58,289,74,98,10,10,10,10,10,10,f,flexible,796
within a few hours,100,t,2,Ballard,47.67133442,-122.3657976,House,Entire home/apt,6,2,3,3,180,0,0,1,0,3,0,0,5,5,10,96,10,10,10,10,9,10,f,moderate,277
within an hour,100,t,1,Ballard,47.67307821,-122.3641401,House,Entire home/apt,2,1,1,1,97,0,0,1,0,1,24,51,81,353,155,96,10,10,10,10,10,10,f,flexible,289
within a few hours,100,t,1,Queen Anne,47.63184304,-122.3451235,House,Private room,2,1,1,1,120,0,0,1,0,2,30,60,90,361,15,100,10,10,10,10,10,10,f,flexible,511
within an hour,100,t,1,Queen Anne,47.62889479,-122.3475714,Apartment,Entire home/apt,2,1,1,1,199,0,80,2,35,2,8,8,8,102,13,97,10,10,10,10,10,10,f,strict,434
within a few hours,90,t,1,Queen Anne,47.63152636,-122.3562828,House,Entire home/apt,6,2.5,3,4,250,500,100,1,0,2,8,30,53,303,98,98,10,10,10,10,10,10,f,moderate,640
within a few hours,90,t,1,Queen Anne,47.63544456,-122.3555166,Apartment,Entire home/apt,5,1,1,4,98,300,10,2,25,1,2,25,51,326,139,97,10,10,10,9,10,10,f,moderate,925
within a few hours,100,t,1,Queen Anne,47.62930931,-122.3441362,Apartment,Entire home/apt,2,1,1,1,68,200,50,1,0,2,4,34,52,320,17,94,10,10,10,10,10,9,f,moderate,449
within an hour,83,t,2,Queen Anne,47.6305064,-122.3450221,Apartment,Entire home/apt,2,1.5,1,1,149,100,60,2,0,2,14,37,53,157,31,96,10,10,10,10,10,9,f,moderate,682
within an hour,100,t,4,Queen Anne,47.6337667,-122.3446154,Apartment,Entire home/apt,4,1.5,1,2,145,500,90,2,10,3,22,52,78,324,10,100,10,10,10,10,9,10,t,strict,490
within an hour,100,t,1,Queen Anne,47.64011972,-122.3445298,House,Private room,2,1.5,1,1,90,125,30,1,0,2,29,59,88,88,36,97,10,10,10,10,9,10,f,strict,663
within an hour,100,t,1,Queen Anne,47.63453262,-122.3437901,House,Private room,2,1.5,1,1,130,100,50,1,0,2,24,54,84,359,23,98,10,10,10,10,10,10,t,moderate,131
within an hour,100,t,1,Queen Anne,47.63192143,-122.3485203,Apartment,Entire home/apt,4,1,1,2,110,150,50,2,20,2,1,31,61,336,61,97,10,10,10,10,10,10,f,strict,880
within an hour,100,t,4,Queen Anne,47.6327564,-122.3469865,House,Entire home/apt,8,3.5,3,3,749,1000,199,4,45,1,30,57,87,359,12,100,10,10,10,10,10,9,f,moderate,347
within a few hours,100,t,1,Queen Anne,47.64236917,-122.3440864,Apartment,Entire home/apt,4,1.5,2,2,165,200,55,2,20,2,23,53,83,347,26,98,10,10,10,10,10,10,f,strict,539
within a few hours,90,t,2,Queen Anne,47.63630285,-122.3478271,House,Entire home/apt,6,2,3,4,285,300,150,1,0,2,30,60,90,332,53,96,10,10,10,10,9,10,f,strict,689
within an hour,94,t,2,Queen Anne,47.64219186,-122.3464303,Apartment,Entire home/apt,4,1,1,2,125,300,55,1,0,2,8,28,57,57,32,97,10,10,10,10,9,10,t,strict,557
within an hour,100,t,1,Queen Anne,47.64071111,-122.3463179,Apartment,Private room,2,1,1,1,99,0,20,2,0,2,30,60,90,365,18,97,10,10,10,10,10,10,f,flexible,530
within a few hours,100,t,1,Queen Anne,47.64145197,-122.3528848,House,Entire home/apt,2,1,1,1,142,0,40,1,0,3,21,46,67,156,63,99,10,10,10,10,10,10,f,moderate,537
within an hour,100,t,1,Queen Anne,47.63394912,-122.3496911,House,Entire home/apt,8,3,4,5,499,499,200,8,50,2,25,55,85,360,14,99,10,10,10,10,10,10,f,strict,180
within an hour,94,t,2,Queen Anne,47.64001746,-122.3451296,Apartment,Entire home/apt,4,1,1,2,129,300,60,1,0,2,11,33,62,62,21,96,10,10,10,10,9,10,t,strict,517
within an hour,100,t,1,Queen Anne,47.63033292,-122.3476269,Apartment,Entire home/apt,2,1,0,1,99,0,0,2,25,2,6,22,44,231,106,99,10,10,10,10,10,10,f,moderate,873
within a few hours,100,t,4,Other neighborhoods,47.65386101,-122.3384965,House,Entire home/apt,5,1.5,3,3,300,500,95,5,25,5,2,32,62,132,24,100,10,9,10,10,10,10,f,strict,540
within a few hours,100,t,4,Other neighborhoods,47.65389856,-122.3380692,House,Private room,2,2,1,1,105,500,50,1,35,5,18,42,72,347,13,100,10,10,10,10,10,10,f,strict,589
within an hour,100,t,3,Other neighborhoods,47.66618274,-122.3346106,House,Entire home/apt,2,1,1,1,140,250,65,1,0,1,20,50,80,342,30,99,10,10,10,10,10,10,f,moderate,382
within an hour,100,t,1,Other neighborhoods,47.67150263,-122.3278906,Apartment,Entire home/apt,4,1,1,1,130,350,50,2,5,3,28,58,88,254,14,97,9,10,10,10,10,9,f,strict,707
within an hour,100,t,1,Other neighborhoods,47.66895679,-122.3377825,House,Entire home/apt,4,1,0,2,100,100,50,2,10,2,24,38,68,157,28,97,10,10,10,10,10,10,f,moderate,692
within an hour,100,t,2,Other neighborhoods,47.66474422,-122.3381738,House,Private room,2,1,1,1,90,0,13,1,0,1,27,57,87,362,43,97,10,10,10,10,10,10,t,strict,630
within a few hours,90,t,1,Other neighborhoods,47.66585564,-122.3226907,Apartment,Entire home/apt,6,1,2,3,135,200,30,2,15,3,30,60,90,344,71,97,10,10,10,10,9,10,f,strict,691
within an hour,100,t,1,Other neighborhoods,47.66369539,-122.3362252,House,Private room,2,1,1,1,65,200,40,1,15,2,0,0,0,216,61,97,10,9,10,10,10,10,f,moderate,551
within an hour,100,t,1,Other neighborhoods,47.66414745,-122.3342495,Apartment,Entire home/apt,4,1,2,3,99,400,100,1,0,2,29,59,89,363,10,96,10,10,10,10,10,9,f,strict,467
within an hour,100,t,3,Other neighborhoods,47.66735094,-122.3399228,House,Private room,2,2,1,1,55,0,25,1,25,1,30,60,90,365,86,97,10,10,10,10,10,10,t,strict,858
within a few hours,100,t,1,Other neighborhoods,47.67206215,-122.3249283,House,Entire home/apt,5,2,3,3,175,100,0,5,0,2,0,0,0,0,26,99,10,10,10,10,10,10,f,moderate,572
within an hour,100,t,1,Other neighborhoods,47.65215976,-122.3394301,House,Private room,2,1,1,1,65,0,0,1,15,1,23,43,61,61,7,100,10,10,10,10,10,10,f,flexible,516
within a few hours,100,t,1,Other neighborhoods,47.67065922,-122.3359619,Apartment,Entire home/apt,2,1,1,1,90,100,50,2,10,2,0,0,0,262,54,100,10,10,10,10,10,10,f,flexible,451
within a few hours,100,t,1,Other neighborhoods,47.6618228,-122.3293007,Apartment,Entire home/apt,4,1,2,2,95,400,0,2,15,2,13,27,47,111,64,97,10,10,10,10,10,10,f,strict,763
within a few hours,100,t,1,Other neighborhoods,47.64983061,-122.3343314,Apartment,Entire home/apt,2,1,1,1,120,100,0,1,0,3,26,56,86,361,32,96,10,10,10,10,10,9,f,flexible,389
within a day,88,t,1,Other neighborhoods,47.65945121,-122.3291367,House,Entire home/apt,4,1,1,2,66,0,70,2,10,2,0,3,19,270,33,96,10,10,10,10,10,10,f,moderate,481
within an hour,100,t,1,Other neighborhoods,47.66846777,-122.3266958,House,Entire home/apt,2,1,0,1,85,0,20,1,0,1,22,52,82,357,37,98,10,10,10,10,10,10,f,flexible,126
within an hour,100,t,1,Other neighborhoods,47.66266784,-122.3450441,House,Private room,2,1.5,1,1,70,0,0,2,25,2,20,31,61,336,66,97,10,9,10,10,10,10,f,flexible,525
within a few hours,100,t,1,Other neighborhoods,47.66400538,-122.3283366,House,Entire home/apt,4,1,1,2,99,0,0,2,10,2,17,43,73,348,70,97,10,10,10,10,10,10,f,moderate,710
N/A,94.88888889,t,1,Other neighborhoods,47.6593428,-122.3319395,Apartment,Entire home/apt,2,1,1,1,110,100,20,1,20,2,30,60,90,365,25,92,10,9,10,10,10,9,t,strict,411
within a few hours,100,t,4,Other neighborhoods,47.65321009,-122.3399708,Apartment,Entire home/apt,2,1,1,1,95,300,75,2,25,5,2,32,62,337,1,80,8,8,10,10,10,8,f,strict,479
within a day,100,t,1,Other neighborhoods,47.66436893,-122.3306356,Apartment,Entire home/apt,2,1,1,1,110,0,15,1,0,1,0,0,0,267,46,97,10,10,10,10,10,9,f,flexible,612
within a day,100,t,2,Other neighborhoods,47.6708457,-122.3374666,House,Private room,2,1.5,1,1,40,150,20,1,15,1,0,0,0,212,32,96,9,9,10,10,10,10,f,flexible,288
within an hour,100,t,1,Other neighborhoods,47.66982241,-122.3269604,Apartment,Entire home/apt,4,1,2,3,109,100,60,2,15,2,18,35,58,116,36,99,10,10,10,10,10,10,f,moderate,570
within an hour,100,t,2,Other neighborhoods,47.6658025,-122.3387674,House,Entire home/apt,8,3.5,3,3,400,250,150,6,15,1,0,0,0,176,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,550
within an hour,100,t,1,Other neighborhoods,47.65899259,-122.3246634,House,Entire home/apt,6,1,2,4,160,500,20,4,20,2,30,60,90,343,30,98,10,10,10,10,10,10,f,flexible,458
within a few hours,100,t,4,Other neighborhoods,47.6516632,-122.339685,House,Private room,2,2.5,1,1,150,0,30,1,25,5,2,32,62,337,14,100,10,10,10,10,10,10,f,strict,538
within an hour,100,t,1,Other neighborhoods,47.66191806,-122.3249912,House,Private room,2,1,1,1,55,0,25,1,15,1,0,0,0,191,17,99,10,10,10,10,10,10,f,strict,468
within an hour,100,t,5,Other neighborhoods,47.65410157,-122.3385109,House,Entire home/apt,8,3,3,3,254,300,125,7,15,1,24,54,84,359,70,97,10,10,10,10,10,9,f,strict,660
within an hour,100,t,1,Other neighborhoods,47.67048822,-122.3226001,Loft,Entire home/apt,3,1,0,2,100,200,45,1,0,2,23,44,66,328,84,97,10,10,10,10,10,10,f,strict,656
within an hour,100,t,1,Other neighborhoods,47.65243416,-122.3378533,House,Entire home/apt,4,1,2,2,150,500,60,2,15,2,10,27,27,193,86,99,10,10,10,10,10,10,f,moderate,461
within a day,100,t,1,Other neighborhoods,47.66198074,-122.3460958,Apartment,Entire home/apt,2,1,1,1,85,200,80,2,30,2,3,33,63,338,10,100,10,9,10,10,10,10,f,flexible,481
within an hour,100,t,5,Other neighborhoods,47.66121706,-122.3394242,House,Entire home/apt,8,2.5,3,3,245,200,145,6,15,1,20,50,80,355,38,95,10,10,10,10,10,9,f,strict,646
within an hour,100,t,2,Other neighborhoods,47.66440368,-122.3381274,House,Entire home/apt,3,1,0,1,120,250,22,2,10,1,24,54,84,259,44,98,10,10,10,10,10,10,t,strict,505
within an hour,100,t,2,Other neighborhoods,47.64923604,-122.3321802,House,Entire home/apt,12,3,6,6,490,500,225,6,10,2,0,0,0,121,24,99,10,10,10,10,10,10,f,strict,622
within an hour,100,t,1,Other neighborhoods,47.65437002,-122.3278962,House,Private room,2,1,1,1,95,100,30,1,0,1,28,54,84,359,88,97,10,10,10,10,10,10,t,moderate,640
within an hour,100,t,3,Other neighborhoods,47.66858111,-122.3368802,House,Private room,2,2,1,1,55,0,25,1,25,1,26,41,64,339,49,95,10,10,10,10,10,10,t,strict,863
within an hour,100,t,3,Other neighborhoods,47.66536801,-122.3399943,House,Private room,2,2,1,1,55,0,25,1,25,1,16,46,76,350,73,98,10,10,10,10,10,10,t,strict,857
within a few hours,100,t,1,Other neighborhoods,47.65938706,-122.3418815,Apartment,Entire home/apt,3,1,1,1,95,0,0,1,0,2,0,0,0,124,11,98,10,10,10,10,10,10,f,moderate,656
within an hour,100,t,1,Queen Anne,47.64530245,-122.3609061,Apartment,Entire home/apt,5,1,2,3,110,0,40,4,25,2,12,26,41,283,60,97,10,10,10,10,10,10,t,moderate,933
within a few hours,100,t,1,Queen Anne,47.64145151,-122.3741879,Condominium,Private room,2,1,1,1,55,0,20,1,0,3,25,55,84,84,31,97,10,10,10,10,10,10,f,flexible,495
within an hour,100,t,1,Queen Anne,47.64491325,-122.3734628,Apartment,Entire home/apt,2,1,0,1,145,200,100,2,60,2,28,56,79,354,23,97,10,10,10,10,10,10,t,moderate,726
within a few hours,100,t,1,Queen Anne,47.64238208,-122.3720728,House,Entire home/apt,4,1,2,2,275,500,100,4,20,2,21,51,81,170,28,99,10,10,10,10,10,10,f,moderate,609
within an hour,100,t,4,Queen Anne,47.64410466,-122.3706796,House,Entire home/apt,4,1,2,2,107,0,120,1,0,1,18,18,45,95,24,94,10,9,10,10,10,10,t,moderate,545
N/A,94.88888889,t,1,Queen Anne,47.64362433,-122.3674237,House,Entire home/apt,6,2,2,2,348,300,70,1,0,3,0,0,0,196,6,100,10,10,10,10,9,10,f,flexible,331
within an hour,100,t,1,Queen Anne,47.65017304,-122.3676004,House,Entire home/apt,7,1,3,3,89,450,75,4,15,2,22,49,79,313,52,99,10,10,10,10,10,10,f,moderate,554
within a few hours,100,t,1,Queen Anne,47.65058977,-122.3712286,Apartment,Entire home/apt,2,1,1,1,89,250,60,1,0,1,19,49,79,354,11,98,10,10,9,10,9,10,f,flexible,90
N/A,94.88888889,t,1,Queen Anne,47.64936686,-122.3722474,Apartment,Entire home/apt,4,1,2,2,116,150,80,1,0,3,0,0,0,116,7,100,10,10,10,10,10,9,f,moderate,155
within an hour,95,t,4,Queen Anne,47.64314986,-122.3589524,House,Entire home/apt,2,1,1,1,150,300,75,1,0,2,24,54,84,359,9,96,10,10,10,10,10,9,f,moderate,722
within a few hours,90,t,1,Queen Anne,47.64215181,-122.3695928,Apartment,Entire home/apt,4,1,2,2,110,200,50,1,25,1,25,47,54,166,112,97,10,10,10,10,10,10,f,moderate,615
within an hour,100,t,1,Other neighborhoods,47.67701505,-122.3308477,House,Private room,2,1,1,1,109,0,0,2,30,2,2,32,62,337,81,98,10,10,10,10,10,10,f,flexible,502
within a few hours,100,t,1,Other neighborhoods,47.67467647,-122.3334962,House,Entire home/apt,4,1,1,2,92,95,30,2,14,1,6,6,6,253,41,94,9,9,9,10,10,9,f,strict,535
within a few hours,100,t,2,Other neighborhoods,47.68226061,-122.34345,Apartment,Entire home/apt,6,1,2,3,145,400,0,2,20,3,30,60,90,179,135,97,10,10,10,10,10,10,f,strict,759
within a few hours,100,t,1,Other neighborhoods,47.67556915,-122.332773,Apartment,Entire home/apt,4,1,2,2,180,0,70,2,10,3,14,44,74,346,55,100,10,10,10,10,10,10,f,moderate,634
within a few hours,90,t,1,Other neighborhoods,47.6780561,-122.3222456,Apartment,Private room,2,1,1,1,40,0,0,1,10,1,15,42,54,142,107,97,10,9,10,10,9,10,f,moderate,1076
within a few hours,100,t,2,Other neighborhoods,47.68378067,-122.3420128,House,Entire home/apt,4,1,2,2,175,400,0,2,20,4,0,0,0,18,28,96,10,10,10,10,10,10,f,strict,548
within an hour,100,t,2,Other neighborhoods,47.67659659,-122.3307759,House,Entire home/apt,6,1.5,3,3,79,200,75,3,15,2,2,21,38,236,92,97,9,9,10,10,10,9,t,moderate,695
within a day,100,t,2,Other neighborhoods,47.6703066,-122.3390952,House,Private room,2,1.5,1,1,60,0,0,1,0,1,9,12,42,245,34,97,10,9,10,10,10,10,f,flexible,390
within an hour,100,t,1,Other neighborhoods,47.67853736,-122.3250134,House,Entire home/apt,5,1.5,2,2,100,0,10,1,0,1,5,14,24,91,48,98,10,10,10,10,10,10,f,flexible,635
within an hour,100,t,1,Other neighborhoods,47.68833693,-122.3439074,Apartment,Entire home/apt,3,1,1,2,75,300,25,1,0,2,25,55,85,360,78,98,10,10,10,10,10,10,f,moderate,664
within an hour,100,t,1,Other neighborhoods,47.68190776,-122.3278534,Apartment,Entire home/apt,2,1,1,1,85,95,50,1,10,1,30,36,60,149,47,100,10,10,10,10,10,10,f,moderate,765
within an hour,96,t,10,Central Area,47.62091627,-122.2979149,Condominium,Entire home/apt,6,2,2,3,250,500,95,4,25,2,30,60,90,365,7,97,9,10,9,10,10,10,f,strict,848
within an hour,96,t,10,Central Area,47.62039309,-122.2995755,Townhouse,Entire home/apt,11,3.5,4,6,400,1000,150,8,25,2,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,863
within a few hours,90,t,1,Central Area,47.61894868,-122.2983498,House,Private room,2,1,1,1,129,0,29,2,29,1,30,60,90,357,14,98,10,10,10,10,10,10,f,moderate,487
within a few hours,100,t,1,Central Area,47.61433214,-122.3013293,House,Entire home/apt,2,1,0,1,85,100,50,2,15,1,30,60,74,349,54,98,10,10,10,10,9,10,f,flexible,270
within an hour,96,t,10,Central Area,47.61215749,-122.3011966,House,Entire home/apt,15,3,5,9,400,1000,200,11,25,2,27,57,87,358,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,861
within an hour,100,t,2,Central Area,47.61532061,-122.30176,House,Private room,2,1.5,1,1,48,0,30,2,0,1,3,29,54,111,45,99,10,10,10,10,10,10,t,flexible,439
