"host_response_time","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space"
"within an hour","t",13,13,"Briarcliff","Magnolia",47.65168581,-122.4045734,"House","Entire home/apt",12,3.5,5,7,"Real Bed",350,500,250,1,0,3,20,47,77,331,1,100,10,10,10,10,10,10,"f","strict","f","f",1,1,29,29,0
"within an hour","t",4,4,"Belltown","Downtown",47.61570241,-122.332627,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",144,300,60,2,20,2,2,2,4,93,28,99,10,10,10,10,10,10,"t","strict","f","f",4,4.18,38,72,34
"within an hour","t",4,4,"Belltown","Downtown",47.61805329,-122.3375544,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,300,60,2,20,2,30,60,90,173,19,97,10,10,10,10,10,9,"t","strict","f","f",4,3.45,38,72,34
"within an hour","t",2,2,"Belltown","Downtown",47.61494348,-122.3406782,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,300,61,2,0,2,21,51,81,199,31,98,10,10,10,10,10,9,"f","strict","f","f",2,5.71,43,181,180
"within an hour","t",48,48,"Belltown","Downtown",47.61534361,-122.3327413,"Condominium","Entire home/apt",6,2.5,2,3,"Real Bed",350,500,110,4,20,20,30,60,90,365,3,100,10,10,10,10,10,10,"f","strict","t","t",3,0.45,34,174,121
"within a few hours","t",1,1,"Belltown","Downtown",47.61430704,-122.3472579,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,300,40,1,0,2,2,2,24,66,12,98,10,10,10,10,10,10,"f","strict","f","f",1,1.46,37,175,75
"within an hour","t",48,48,"Belltown","Downtown",47.61290508,-122.3465707,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,300,60,2,20,2,19,35,60,121,39,98,10,10,10,10,10,10,"f","strict","t","t",3,4.38,29,176,142
"within an hour","t",48,48,"Belltown","Downtown",47.6172907,-122.3496,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,200,60,2,20,2,20,46,76,257,2,100,10,10,10,10,10,10,"f","strict","t","t",3,0.76,46,46,0
"N/A","t",1,1,"Belltown","Downtown",47.6172487,-122.3472461,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,250,70,1,20,3,28,58,88,363,61,98,10,10,10,10,10,10,"f","flexible","f","f",1,3.48,41,179,80
"within an hour","t",1,1,"Belltown","Downtown",47.61406469,-122.3492246,"Apartment","Entire home/apt",3,1,0,2,"Real Bed",150,0,0,2,35,1,22,51,81,340,159,96,10,9,10,10,10,9,"f","moderate","f","f",1,6.94,30,191,41
"within a few hours","t",3,3,"Belltown","Downtown",47.61518277,-122.3469319,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",229,0,100,1,0,7,30,60,90,365,6,100,10,10,10,10,10,10,"f","strict","f","f",1,0.75,43,164,90
"within an hour","t",3,3,"Belltown","Downtown",47.61758375,-122.3533028,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",93,95,50,0,0,2,16,44,73,73,49,97,10,10,10,10,10,10,"t","strict","t","f",1,3.33,47,175,94
"within an hour","t",1,1,"Belltown","Downtown",47.61484887,-122.3411722,"Bed & Breakfast","Private room",1,1,1,1,"Real Bed",90,0,60,1,0,1,30,60,90,365,22,97,9,10,10,10,10,9,"t","moderate","f","f",1,3.16,37,165,29
"within a few hours","t",2,2,"Belltown","Downtown",47.61496234,-122.3321392,"Apartment","Private room",2,1,1,1,"Real Bed",95,0,0,1,0,1,30,60,90,365,60,98,10,10,10,10,10,10,"f","strict","f","f",2,3.89,39,75,12
"within a few hours","t",5,5,"Belltown","Downtown",47.61423956,-122.3489068,"Apartment","Entire home/apt",5,1,1,3,"Real Bed",155,250,95,1,0,2,30,60,90,365,14,97,10,10,10,10,10,9,"f","strict","f","f",4,1.07,37,164,175
"within a few hours","t",2,2,"Belltown","Downtown",47.61545367,-122.333556,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",175,0,0,1,0,2,30,60,90,365,24,95,10,9,10,10,9,9,"f","strict","f","f",2,1.4,18,170,77
"within an hour","t",48,48,"Belltown","Downtown",47.61621072,-122.3503346,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",219,500,80,4,20,2,30,60,90,151,44,95,10,10,10,10,10,9,"f","strict","t","t",3,3.4,14,161,48
"within an hour","t",48,48,"Belltown","Downtown",47.61587789,-122.3332559,"Condominium","Entire home/apt",8,2.5,2,4,"Real Bed",700,600,150,4,30,3,19,49,79,135,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","t","t",3,0,44,116,72
"within an hour","t",48,48,"Belltown","Downtown",47.61520501,-122.3354589,"Condominium","Entire home/apt",8,2,2,4,"Real Bed",700,600,150,4,30,3,3,33,63,212,1,100,10,10,10,10,10,8,"f","strict","t","t",3,0.81,33,80,47
"within an hour","t",1,1,"Belltown","Downtown",47.61832135,-122.3451376,"Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa",100,100,80,1,0,1,20,41,71,160,45,98,10,10,10,10,10,9,"f","flexible","f","f",1,2.99,15,99,0
"within an hour","t",3,3,"Belltown","Downtown",47.61643392,-122.3417453,"Apartment","Entire home/apt",6,1,0,3,"Real Bed",120,0,35,2,7,1,7,26,43,116,30,99,10,10,10,10,10,10,"t","moderate","f","f",3,9.47,45,181,35
"within an hour","t",48,48,"Belltown","Downtown",47.61601147,-122.3479511,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,200,60,2,20,2,29,57,87,145,5,100,10,10,10,10,10,10,"f","strict","t","t",3,1.92,46,46,0
"within a few hours","t",5,5,"Belltown","Downtown",47.61476068,-122.347023,"Apartment","Entire home/apt",4,1,0,2,"Real Bed",135,250,95,1,0,2,22,49,79,352,20,98,10,10,10,10,10,10,"f","strict","f","f",4,1.81,44,175,180
"within a few hours","t",1,1,"Belltown","Downtown",47.61607916,-122.3502257,"Apartment","Private room",2,1,1,1,"Real Bed",99,0,0,1,25,1,28,58,84,352,191,97,10,9,10,10,10,10,"f","moderate","f","f",1,7.79,33,154,151
"within an hour","t",48,48,"Belltown","Downtown",47.61644278,-122.3494152,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,200,60,3,20,2,24,47,77,136,1,100,10,10,10,10,10,10,"f","strict","t","t",3,0.86,46,46,0
"within an hour","t",2,2,"Belltown","Downtown",47.61640746,-122.3425326,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,300,61,2,0,2,26,56,86,258,12,98,10,10,9,10,10,10,"t","strict","f","f",2,4,41,179,181
"within an hour","t",4,4,"Belltown","Downtown",47.61496184,-122.3336575,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,300,60,2,20,2,19,49,79,168,12,95,9,10,10,10,9,9,"t","strict","f","f",4,2.16,38,136,49
"within an hour","t",4,4,"Belltown","Downtown",47.61543803,-122.3474027,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",149,200,55,1,0,2,14,44,73,73,18,98,10,10,10,10,10,9,"f","strict","f","f",2,3.31,41,166,117
"within an hour","t",48,48,"Belltown","Downtown",47.61837,-122.3384569,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",183,300,60,2,30,2,15,20,50,234,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","t","t",3,0,42,42,0
"within an hour","t",48,48,"Belltown","Downtown",47.61639154,-122.3480629,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,200,60,2,20,2,16,20,50,231,5,100,10,10,10,10,10,9,"f","strict","t","t",3,1.9,46,46,0
"within an hour","t",48,48,"Belltown","Downtown",47.61303752,-122.3458359,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",149,300,60,2,20,2,0,0,19,287,48,97,10,10,10,10,10,10,"f","strict","t","t",3,4.34,44,178,142
"within an hour","t",1,1,"Belltown","Downtown",47.61830941,-122.3464812,"Apartment","Entire home/apt",3,1.5,1,2,"Real Bed",130,450,90,2,20,2,28,58,88,363,12,95,10,10,10,10,10,10,"f","strict","f","f",1,0.98,37,152,58
"within an hour","t",4,4,"Belltown","Downtown",47.61533238,-122.3339082,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",170,300,60,2,20,2,12,12,41,63,27,99,10,10,10,10,10,10,"t","strict","f","f",4,4.05,38,72,34
"within an hour","t",48,48,"Belltown","Downtown",47.61141114,-122.3408303,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",149,300,60,2,20,2,6,36,63,122,95,93,10,10,10,10,10,9,"f","strict","t","t",3,4.19,38,173,177
"within a few hours","t",5,5,"Belltown","Downtown",47.615434,-122.3485208,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",175,250,95,1,0,2,25,51,81,342,24,97,10,10,10,10,10,9,"f","strict","f","f",4,2.01,28,164,174
"within an hour","t",48,48,"Belltown","Downtown",47.61441926,-122.3362058,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",124,300,50,2,15,14,30,60,90,365,35,90,9,9,9,10,9,9,"f","strict","t","t",3,1.26,40,180,171
"within a day","t",1,1,"Belltown","Downtown",47.61597692,-122.3480447,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",169,150,30,2,25,2,2,32,62,328,15,99,10,10,10,10,10,9,"f","flexible","f","f",1,1.92,44,102,11
"within a few hours","t",5,5,"Belltown","Downtown",47.6151071,-122.3486879,"Condominium","Entire home/apt",5,1,1,3,"Real Bed",155,250,85,1,0,2,25,52,82,357,23,90,9,9,9,10,9,9,"f","strict","f","f",4,2.15,37,167,180
"within an hour","t",1,1,"Belltown","Downtown",47.61248615,-122.3456451,"Apartment","Entire home/apt",4,1,0,2,"Real Bed",89,0,35,2,25,1,28,54,84,359,168,96,10,10,10,10,10,9,"f","strict","f","t",1,6.09,39,166,169
"within an hour","t",48,48,"Belltown","Downtown",47.61773595,-122.3493303,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,200,60,2,20,2,26,52,82,140,1,100,10,10,10,10,10,10,"f","strict","t","t",3,1,37,37,0
"within a few hours","t",1,1,"Belltown","Downtown",47.61517847,-122.3513248,"Apartment","Shared room",2,1,1,1,"Real Bed",95,250,35,2,60,1,21,51,80,80,1,100,8,10,8,10,10,10,"f","flexible","f","f",1,0.14,23,23,0
"within an hour","t",1,1,"Belltown","Downtown",47.61348311,-122.3484321,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",165,0,75,3,0,2,29,52,82,357,38,94,9,10,10,10,10,9,"f","strict","f","f",1,0.92,0,204,175
"within a few hours","t",2,2,"Belltown","Downtown",47.61364703,-122.3416211,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",168,100,40,2,15,1,19,46,76,351,37,98,10,10,10,10,10,10,"f","strict","f","f",2,8.67,36,154,158
"within an hour","t",48,48,"Central Business District","Downtown",47.60262867,-122.3368316,"Apartment","Entire home/apt",5,1,2,2,"Real Bed",280,300,99,4,20,2,28,58,88,334,10,98,10,10,10,10,10,9,"f","strict","t","t",3,1.84,40,40,0
"within an hour","t",48,48,"Central Business District","Downtown",47.60673016,-122.3378821,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",180,300,60,2,20,2,30,60,90,157,51,98,10,10,10,10,10,10,"f","strict","t","t",3,3.08,17,176,177
"within an hour","t",48,48,"Central Business District","Downtown",47.61411022,-122.3324815,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",219,300,60,2,20,2,27,57,87,145,1,100,10,10,10,10,10,10,"f","strict","t","t",3,0.39,43,103,60
"within a day","t",1,1,"Central Business District","Downtown",47.61057863,-122.3381654,"Apartment","Private room",2,1,1,1,"Pull-out Sofa",115,0,35,2,0,1,30,60,90,365,47,97,10,10,10,10,10,9,"f","moderate","f","f",1,2.65,48,203,198
"within an hour","t",4,4,"Central Business District","Downtown",47.60983582,-122.334797,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,200,55,2,0,2,16,46,75,75,33,99,10,10,10,10,10,10,"f","strict","f","f",2,4.85,45,178,170
"within an hour","t",48,48,"Central Business District","Downtown",47.60318289,-122.3369955,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",199,300,60,2,20,2,30,60,90,273,9,98,10,10,10,10,9,9,"f","strict","t","t",3,1.74,39,39,0
"within an hour","t",48,48,"Central Business District","Downtown",47.61245834,-122.3327809,"Apartment","Entire home/apt",5,2,2,2,"Real Bed",300,300,80,4,20,2,17,47,77,137,1,100,10,10,10,10,10,10,"f","strict","t","t",3,1,44,104,60
"within an hour","t",48,48,"Central Business District","Downtown",47.6142749,-122.3311659,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",219,300,60,2,20,2,25,55,85,146,2,90,10,10,10,10,10,8,"f","strict","t","t",3,1.02,43,43,0
"within a day","t",1,1,"Central Business District","Downtown",47.60724979,-122.3366708,"Apartment","Shared room",2,1,1,2,"Real Bed",40,0,0,1,20,2,16,36,44,133,34,98,10,10,10,10,10,10,"f","flexible","f","f",1,4.36,44,189,89
"within an hour","t",48,48,"Central Business District","Downtown",47.61087576,-122.3392891,"Apartment","Entire home/apt",5,2,2,2,"Real Bed",350,400,110,2,20,20,17,47,77,166,38,98,10,10,10,10,10,9,"f","strict","t","t",3,2.38,16,175,177
"within a few hours","t",2,2,"Central Business District","Downtown",47.60736787,-122.3350819,"Apartment","Entire home/apt",4,1,1,3,"Real Bed",168,200,40,2,20,2,0,0,0,93,2,100,10,10,10,10,10,10,"f","flexible","f","f",2,0.67,42,177,70
"within an hour","t",48,48,"Central Business District","Downtown",47.61432586,-122.332676,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",179,300,60,2,20,20,30,60,90,365,48,95,9,10,10,10,9,9,"f","strict","t","t",3,2.93,32,176,28
"within an hour","t",2,2,"Central Business District","Downtown",47.60630221,-122.3405276,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,0,60,2,30,2,16,46,76,351,29,99,10,10,10,10,10,10,"t","strict","f","f",2,4.16,35,35,0
"within an hour","t",48,48,"Central Business District","Downtown",47.61213646,-122.3330264,"Apartment","Entire home/apt",5,2,2,2,"Real Bed",300,300,80,4,20,2,27,57,87,148,4,95,10,10,10,10,10,10,"f","strict","t","t",3,2.07,44,44,0
"within an hour","t",2,2,"Central Business District","Downtown",47.6072458,-122.3391293,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",129,500,70,2,30,1,30,60,90,361,18,97,10,10,10,10,10,10,"t","strict","f","f",2,4.32,44,169,94
"within an hour","t",48,48,"Central Business District","Downtown",47.61238819,-122.3308417,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",220,300,60,2,15,14,30,60,90,179,71,96,9,10,10,10,10,9,"f","strict","t","t",3,3.03,19,178,177
"within an hour","t",48,48,"Central Business District","Downtown",47.61131632,-122.3399203,"Apartment","Entire home/apt",3,1.5,1,1,"Real Bed",237,300,80,2,20,2,28,53,83,144,30,99,10,10,10,10,10,10,"f","strict","t","t",3,2.87,46,173,142
"within a few hours","t",2,2,"Central Business District","Downtown",47.61306311,-122.3306518,"Apartment","Entire home/apt",7,2,2,5,"Real Bed",225,300,90,4,10,3,14,44,74,333,18,97,10,10,10,10,9,9,"t","strict","f","f",2,2.95,35,180,183
"within a day","t",1,1,"Central Business District","Downtown",47.60817581,-122.3376547,"Apartment","Shared room",6,1,1,3,"Real Bed",65,100,0,1,10,1,30,60,90,365,108,98,10,10,10,10,10,10,"f","moderate","t","f",1,2.42,47,164,167
"within an hour","t",48,48,"Central Business District","Downtown",47.60266234,-122.3375372,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",183,300,60,2,20,2,20,50,80,138,46,98,10,10,10,10,10,10,"f","strict","t","t",3,2.73,40,174,171
"within an hour","t",48,48,"Central Business District","Downtown",47.6068972,-122.3406838,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",156,300,60,2,20,2,22,52,82,112,18,96,9,10,10,10,10,9,"f","strict","t","t",3,2.83,37,178,172
"within an hour","t",3,3,"First Hill","Downtown",47.60815598,-122.3291984,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",105,0,60,2,20,3,26,52,74,74,6,100,10,10,10,10,10,10,"t","flexible","f","f",3,2.73,29,170,29
"within an hour","t",48,48,"First Hill","Downtown",47.60834831,-122.3286741,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,300,60,2,20,2,15,15,15,20,15,96,10,10,10,10,10,10,"f","strict","t","t",3,1.93,19,173,175
"within an hour","t",1,1,"First Hill","Downtown",47.60940704,-122.329115,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",85,0,20,1,0,1,2,15,27,59,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","flexible","f","f",1,0,50,136,18
"within an hour","t",2,2,"First Hill","Downtown",47.60970201,-122.3288628,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,500,65,2,25,1,29,59,88,88,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","flexible","f","f",2,0,32,162,130
"within an hour","t",2,2,"First Hill","Downtown",47.60800998,-122.3287387,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed",99,0,0,1,15,3,20,44,53,57,240,98,10,10,10,10,10,10,"t","moderate","f","f",2,3.11,52,175,181
"within an hour","t",1,1,"First Hill","Downtown",47.61392867,-122.3263516,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",80,0,0,2,15,3,25,55,57,57,55,93,9,8,10,10,10,9,"f","strict","f","f",1,1.84,45,182,143
"within an hour","t",7,7,"First Hill","Downtown",47.61175964,-122.321416,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",99,0,50,0,0,1,17,42,71,107,9,98,10,10,10,10,10,10,"f","moderate","f","f",7,7.94,46,187,16
"within an hour","t",3,3,"First Hill","Downtown",47.60623759,-122.3273065,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",119,0,60,2,20,2,0,17,46,46,8,100,10,10,10,10,10,10,"t","moderate","f","f",3,2.2,24,166,29
"within an hour","t",7,7,"First Hill","Downtown",47.61171393,-122.328602,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",129,250,50,0,0,1,16,46,76,315,31,97,10,10,10,10,10,9,"t","moderate","f","f",7,6.33,46,71,12
"within an hour","t",1,1,"First Hill","Downtown",47.60673704,-122.3259039,"Apartment","Private room",2,1,1,1,"Real Bed",99,0,0,1,0,2,16,34,63,63,46,97,10,10,10,10,10,10,"f","moderate","f","f",1,6.16,40,185,52
"within an hour","t",48,48,"First Hill","Downtown",47.61088533,-122.3248833,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",109,300,60,2,20,2,3,33,63,125,1,100,10,10,10,10,10,10,"f","strict","t","t",3,0.65,28,84,56
"within an hour","t",7,7,"First Hill","Downtown",47.61386975,-122.3265501,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",115,200,50,2,0,1,20,50,80,355,71,94,9,10,10,10,10,9,"t","moderate","f","f",7,8.95,30,185,125
"within an hour","t",48,48,"First Hill","Downtown",47.60789081,-122.3278084,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,300,60,2,20,2,27,52,82,266,55,98,10,10,10,10,10,10,"f","strict","t","t",3,3.33,19,173,175
"within an hour","t",2,2,"First Hill","Downtown",47.61191941,-122.3303346,"Apartment","Entire home/apt",5,2,2,3,"Real Bed",195,0,0,1,0,3,26,49,79,229,84,98,10,10,10,10,10,10,"t","moderate","f","f",2,4.21,43,178,181
"within an hour","t",3,3,"First Hill","Downtown",47.60680772,-122.32898,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,0,60,2,20,2,29,59,88,88,16,100,10,10,10,10,10,10,"t","moderate","f","f",3,3.31,24,166,29
"within a few hours","t",1,1,"First Hill","Downtown",47.61145049,-122.331084,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,200,50,2,0,3,21,51,66,340,53,98,10,10,10,10,10,10,"f","moderate","f","f",1,3.25,17,189,185
"within a few hours","t",2,2,"First Hill","Downtown",47.60971645,-122.3247246,"Apartment","Shared room",2,1,1,1,"Couch",40,200,0,1,0,1,22,39,69,344,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",2,0,30,192,86
"within an hour","t",48,48,"First Hill","Downtown",47.60907507,-122.32305,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,300,60,2,15,14,30,60,90,179,68,95,10,10,10,10,10,9,"f","strict","t","t",3,3.68,35,171,172
"within a day","t",1,1,"First Hill","Downtown",47.61100265,-122.328804,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,200,50,1,0,4,28,53,78,348,49,98,10,10,10,10,10,10,"f","moderate","f","f",1,1.82,35,139,93
"within an hour","t",48,48,"First Hill","Downtown",47.60922526,-122.3231014,"Apartment","Entire home/apt",5,2,2,2,"Real Bed",200,300,110,4,30,2,18,48,78,328,2,100,9,10,10,10,10,9,"f","strict","t","t",3,1.2,44,100,56
"within an hour","t",7,7,"First Hill","Downtown",47.61365054,-122.3210146,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",120,250,50,0,0,2,16,45,73,226,36,98,10,10,10,10,10,10,"t","moderate","f","f",7,7.61,43,185,23
"within an hour","t",48,48,"First Hill","Downtown",47.60683975,-122.3277541,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",190,300,80,4,20,2,30,60,90,151,39,96,10,10,10,10,10,9,"f","strict","t","t",3,2.77,47,148,49
"within an hour","t",48,48,"First Hill","Downtown",47.61123081,-122.325102,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,300,60,2,20,2,26,56,82,143,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","t","t",3,0,18,74,56
"within an hour","t",48,48,"First Hill","Downtown",47.60971006,-122.3236171,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",109,300,60,2,20,2,1,4,34,65,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","t","t",3,0,27,27,0
"within an hour","t",48,48,"First Hill","Downtown",47.606701,-122.3287027,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",129,300,60,2,20,2,0,4,34,95,36,97,10,10,10,10,9,9,"f","strict","t","t",3,2.25,19,173,175
"within a few hours","t",2,2,"First Hill","Downtown",47.61069986,-122.3241766,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,100,0,2,0,2,22,52,82,356,33,99,10,10,10,10,10,9,"f","moderate","f","f",2,2.43,36,180,53
"within an hour","t",1,1,"First Hill","Downtown",47.60944715,-122.3258566,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,100,30,2,0,2,9,14,29,35,19,99,10,10,10,10,10,10,"f","strict","f","f",1,1.53,43,193,63
"within an hour","t",48,48,"First Hill","Downtown",47.6076875,-122.32875,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",139,300,60,2,20,20,30,60,90,365,20,94,10,10,10,10,9,9,"f","strict","t","t",3,1.3,26,172,175
"within an hour","t",1,1,"First Hill","Downtown",47.61396779,-122.3258264,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",110,0,0,1,0,2,26,56,86,361,54,97,10,9,10,10,10,9,"f","moderate","f","f",1,2.48,41,179,44
"within an hour","t",48,48,"First Hill","Downtown",47.6135938,-122.3278401,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",209,500,60,2,20,2,30,60,90,365,16,96,8,10,10,10,10,9,"f","strict","t","t",3,2.39,19,178,176
"within a few hours","t",2,2,"Pioneer Square","Downtown",47.60068756,-122.3346939,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",249,500,70,1,25,1,30,60,90,331,4,95,10,9,10,10,9,10,"f","strict","f","f",2,1.21,42,168,91
"within an hour","t",2,2,"Pioneer Square","Downtown",47.60056684,-122.3343051,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",250,0,100,2,0,2,27,54,84,238,35,99,10,10,10,10,9,9,"t","strict","f","f",1,1.89,39,168,26
"within an hour","t",48,48,"Pioneer Square","Downtown",47.60222233,-122.3349005,"Apartment","Entire home/apt",5,1,2,2,"Real Bed",350,300,110,4,20,2,28,28,31,92,26,98,10,10,10,10,10,9,"f","strict","t","t",3,1.62,41,177,172
"within an hour","t",1,1,"Pioneer Square","Downtown",47.60164257,-122.3335772,"Condominium","Shared room",1,1,1,1,"Pull-out Sofa",75,95,0,1,45,1,28,58,88,309,2,100,10,10,10,10,10,10,"f","flexible","f","f",1,2,44,176,11
"within an hour","t",2,2,"Pioneer Square","Downtown",47.6022706,-122.3362386,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",150,150,60,3,25,2,25,55,85,95,80,98,10,10,10,10,10,10,"t","strict","f","f",2,6.37,39,166,38
"within an hour","t",1,1,"Pioneer Square","Downtown",47.60272934,-122.3345467,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",150,0,60,2,30,2,26,56,86,357,40,96,10,10,10,10,10,10,"t","strict","f","f",1,5.88,41,41,0
"within a few hours","t",2,2,"Pioneer Square","Downtown",47.59894233,-122.3369363,"Loft","Entire home/apt",3,1,1,2,"Real Bed",300,500,70,1,25,1,20,50,80,352,44,95,10,9,10,10,9,9,"f","strict","f","f",2,3.38,47,178,112
"within an hour","t",2,2,"Gatewood","West Seattle",47.54430132,-122.3859832,"House","Private room",2,1,1,1,"Real Bed",59,0,0,1,0,1,12,35,65,340,53,98,10,10,10,10,10,10,"f","flexible","f","f",2,3.36,38,184,43
"within a day","t",1,1,"Gatewood","West Seattle",47.53974024,-122.3823206,"House","Private room",2,1,1,1,"Real Bed",88,0,0,1,0,2,1,1,1,276,55,99,10,10,10,10,10,10,"f","moderate","f","f",1,2.85,45,164,34
"within a few hours","t",2,2,"Gatewood","West Seattle",47.52895529,-122.3859438,"House","Private room",2,1.5,1,1,"Real Bed",75,0,0,2,0,1,21,46,66,337,146,98,10,10,10,10,10,10,"f","flexible","t","t",2,4.62,12,185,43
"within an hour","t",2,2,"Gatewood","West Seattle",47.54351053,-122.3847194,"House","Private room",2,1,1,1,"Real Bed",59,0,0,1,0,1,6,26,56,330,36,98,10,10,10,10,10,10,"f","flexible","f","f",2,4.34,36,183,45
"within an hour","t",1,1,"Gatewood","West Seattle",47.53556401,-122.3799755,"House","Private room",2,1.5,1,1,"Real Bed",75,0,0,1,0,1,18,44,74,349,12,98,10,10,10,10,10,10,"f","flexible","f","f",1,1.68,41,187,13
"within a few hours","t",1,1,"Arbor Heights","West Seattle",47.51286492,-122.3790334,"House","Entire home/apt",2,1,0,1,"Real Bed",100,300,69,1,0,2,30,60,89,89,11,98,10,10,10,10,9,10,"f","moderate","f","f",1,1.61,42,169,84
"within an hour","t",1,1,"Alki","West Seattle",47.57189115,-122.4073906,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",100,200,25,0,0,2,25,53,82,82,27,99,10,10,10,10,10,10,"t","moderate","f","f",1,4.74,41,185,54
