"host_response_time","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space"
"within an hour","f",4,4,"Minor","Central Area",47.60562332,-122.3089055,"Cabin","Private room",4,1,1,2,"Real Bed",56,100,5,1,5,1,7,23,45,192,79,84,9,9,9,9,9,9,"t","strict","t","t",4,2.41,40,190,191
"within a day","f",2,2,"Minor","Central Area",47.60998161,-122.3046398,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,0,40,2,10,2,8,28,51,302,96,91,9,9,10,9,9,9,"f","flexible","f","f",2,3.98,40,173,100
"within an hour","f",1,1,"Minor","Central Area",47.60230965,-122.3057982,"Townhouse","Entire home/apt",4,1.5,2,2,"Real Bed",145,0,60,4,60,2,0,0,0,48,2,100,10,10,10,10,10,10,"f","strict","f","f",1,0.98,43,170,167
"within an hour","f",1,1,"Minor","Central Area",47.60489137,-122.3067103,"House","Private room",2,1,1,1,"Real Bed",67,0,18,2,0,1,30,60,90,359,10,90,9,9,10,10,9,10,"f","moderate","f","f",1,2.63,47,164,33
"within an hour","f",4,4,"Minor","Central Area",47.61066814,-122.3125534,"House","Private room",3,2,1,1,"Real Bed",69,0,0,1,15,2,26,56,86,358,52,95,10,10,10,10,10,10,"f","moderate","f","f",4,2.53,39,172,36
"within an hour","f",4,4,"Minor","Central Area",47.60663951,-122.3081398,"Cabin","Private room",2,1,1,1,"Real Bed",52,100,5,1,5,1,23,45,65,240,99,86,9,9,9,9,9,9,"t","strict","t","t",4,2.27,40,174,178
"N/A","f",1,1,"Minor","Central Area",47.60315576,-122.3098553,"Apartment","Private room",2,1.5,1,1,"Real Bed",90,0,0,1,0,1,30,60,90,365,28,91,9,10,10,10,9,9,"t","moderate","f","f",1,2.33,42,184,187
"within a few hours","f",2,2,"Minor","Central Area",47.61067856,-122.3126715,"House","Private room",2,1,1,1,"Real Bed",65,0,55,1,0,3,30,60,89,89,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",2,0,39,176,185
"N/A","f",1,1,"Minor","Central Area",47.61577894,-122.3068259,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",155,0,25,1,0,1,0,0,0,184,10,100,10,10,10,10,10,10,"f","moderate","f","f",1,0.57,42,170,42
"within a few hours","f",2,2,"Minor","Central Area",47.60977692,-122.3130001,"Apartment","Shared room",2,1,1,1,"Real Bed",79,0,0,0,0,1,30,60,90,360,15,100,10,9,10,10,10,10,"f","flexible","f","f",2,0.95,39,169,29
"within a day","f",1,1,"Minor","Central Area",47.60614936,-122.3038575,"Apartment","Shared room",3,1,1,1,"Airbed",60,0,5,2,5,1,30,60,89,89,18,92,9,8,10,10,9,9,"f","flexible","f","f",1,3.72,77,183,37
"N/A","f",1,1,"Minor","Central Area",47.60661261,-122.3066379,"Apartment","Entire home/apt",4,1,2,1,"Real Bed",115,0,0,1,0,7,0,0,0,238,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.16,41,168,98
"within an hour","f",1,1,"Minor","Central Area",47.60591073,-122.305446,"House","Private room",2,1,1,1,"Real Bed",60,0,0,1,10,2,27,57,87,362,8,100,10,10,10,9,10,10,"f","flexible","f","f",1,2.09,43,177,22
"within a few hours","f",2,2,"Minor","Central Area",47.60338844,-122.307437,"House","Private room",2,1,1,1,"Real Bed",70,0,0,1,0,1,15,38,65,338,33,96,10,10,10,10,9,9,"f","flexible","f","f",2,2.47,43,178,67
"within an hour","f",1,1,"Minor","Central Area",47.61173102,-122.3082675,"Apartment","Private room",2,1,1,1,"Real Bed",80,550,35,1,0,2,30,60,89,89,3,100,10,10,10,10,10,9,"f","flexible","f","f",1,0.85,40,184,65
"within an hour","f",4,4,"Minor","Central Area",47.61111051,-122.3119619,"House","Private room",3,2,1,2,"Real Bed",70,0,0,2,25,2,20,50,80,352,68,91,9,9,9,9,10,9,"f","moderate","f","f",4,3.13,38,175,36
"within an hour","f",4,4,"Minor","Central Area",47.61107513,-122.3136267,"House","Private room",1,2,1,1,"Real Bed",55,0,0,1,15,2,18,46,76,348,70,97,10,10,10,10,10,10,"f","moderate","f","f",4,3.64,35,173,66
"within a day","f",3,3,"Minor","Central Area",47.61107854,-122.3128201,"House","Private room",2,1,1,1,"Real Bed",67,0,0,1,0,1,30,60,90,365,1,100,10,8,10,10,10,10,"f","flexible","f","f",3,1,23,23,0
"within a day","f",3,3,"Minor","Central Area",47.61017418,-122.3127992,"House","Private room",2,1,1,1,"Real Bed",58,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",3,0,13,13,0
"within an hour","f",4,4,"Minor","Central Area",47.60587457,-122.3079307,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",81,200,5,2,10,1,14,44,71,245,51,94,9,9,10,10,9,9,"t","strict","t","t",4,1.14,47,186,186
"within an hour","f",2,2,"Minor","Central Area",47.60994589,-122.3156373,"Townhouse","Private room",2,1,1,1,"Real Bed",75,0,0,1,0,2,26,56,86,361,16,99,10,10,10,10,10,9,"f","flexible","f","f",2,3.61,40,40,0
"within an hour","f",1,1,"Minor","Central Area",47.60956186,-122.3150989,"House","Entire home/apt",2,1,0,1,"Pull-out Sofa",124,0,0,1,0,3,12,31,61,336,164,98,10,10,10,10,10,10,"f","strict","t","t",1,6.1,37,179,179
"within a day","f",1,1,"Minor","Central Area",47.6115353,-122.3143253,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,300,0,2,20,2,0,27,57,332,36,93,10,9,10,10,10,9,"f","moderate","f","f",1,3.83,39,177,177
"within an hour","f",4,4,"Minor","Central Area",47.61065564,-122.3140728,"House","Private room",2,2,1,1,"Real Bed",65,0,0,1,15,2,10,37,67,337,73,95,9,9,10,10,10,10,"f","moderate","f","f",4,3.25,38,175,65
"within an hour","f",2,2,"Minor","Central Area",47.6029395,-122.3084089,"House","Entire home/apt",6,2,2,2,"Real Bed",225,0,0,1,0,2,4,9,9,9,6,90,9,8,9,10,8,9,"t","moderate","f","f",2,0.45,39,170,107
"N/A","f",1,1,"Minor","Central Area",47.61002734,-122.3043664,"House","Private room",2,1,1,1,"Futon",70,0,0,1,0,12,0,0,0,0,3,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.6,37,181,50
"within an hour","f",2,2,"Minor","Central Area",47.60332553,-122.3138647,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",105,200,60,1,0,1,30,60,90,365,8,93,9,10,10,10,9,9,"f","flexible","f","f",2,2.31,47,140,0
"within an hour","f",1,1,"Minor","Central Area",47.61035829,-122.3140323,"House","Entire home/apt",4,2,2,2,"Real Bed",158,0,60,2,25,2,23,53,83,142,16,93,10,10,10,10,10,9,"f","moderate","f","f",1,4.17,37,177,45
"within an hour","f",1,1,"Minor","Central Area",47.60213708,-122.3141425,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,0,60,1,0,2,0,0,0,256,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,40,187,73
"within an hour","f",1,1,"Minor","Central Area",47.61241593,-122.314504,"Apartment","Private room",2,1,1,2,"Real Bed",99,0,19,2,30,1,30,60,90,365,17,89,10,9,10,10,10,9,"f","moderate","f","f",1,0.86,28,173,91
"within a few hours","f",1,1,"Minor","Central Area",47.60767917,-122.3157153,"Bungalow","Entire home/apt",2,1,0,1,"Real Bed",70,250,15,1,0,1,23,53,82,82,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","moderate","f","f",1,0,29,180,30
"N/A","f",1,1,"Minor","Central Area",47.60547479,-122.3094775,"House","Private room",4,1,1,2,"Real Bed",118,500,100,2,75,1,30,60,90,365,3,100,10,10,10,10,9,9,"f","flexible","f","f",1,0.61,48,187,95
"N/A","f",1,1,"Minor","Central Area",47.61350092,-122.312752,"Apartment","Entire home/apt",2,1,1,3,"Real Bed",100,0,0,1,0,4,10,13,21,296,2,80,8,6,6,8,10,8,"f","flexible","f","f",1,0.16,40,181,113
"within a few hours","f",2,2,"Minor","Central Area",47.60192242,-122.3079787,"House","Private room",2,1,1,1,"Real Bed",90,0,0,1,10,1,29,59,86,361,33,95,10,10,10,10,9,9,"f","flexible","f","f",2,2.17,43,177,67
"within an hour","f",1,1,"Minor","Central Area",47.61327641,-122.3149974,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",81,100,65,1,0,1,0,0,0,77,11,93,10,9,9,9,10,9,"f","strict","f","f",1,4.18,50,181,24
"within an hour","f",1,1,"Minor","Central Area",47.60910412,-122.31115,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",70,250,45,2,50,1,2,29,59,329,3,100,9,10,10,10,9,10,"f","moderate","f","f",1,0.71,44,193,77
"within an hour","f",1,1,"Minor","Central Area",47.60941768,-122.3121007,"House","Entire home/apt",4,1,1,2,"Real Bed",90,250,40,1,0,2,12,36,66,341,3,100,10,10,10,10,10,10,"f","strict","f","f",1,1.8,42,169,139
"within an hour","f",1,1,"Minor","Central Area",47.61561719,-122.3043458,"House","Private room",1,1,1,1,"Real Bed",75,0,0,1,0,1,0,0,0,36,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,11,11,0
"within a few hours","f",2,2,"Minor","Central Area",47.61008938,-122.3136806,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",179,0,0,2,20,1,30,60,90,365,32,96,10,9,10,10,10,9,"f","flexible","f","f",2,1.85,37,171,41
"within an hour","f",1,1,"Minor","Central Area",47.61108859,-122.3158229,"Townhouse","Entire home/apt",4,2,1,1,"Real Bed",110,1000,65,2,20,2,30,60,90,179,4,100,9,10,10,10,10,10,"f","strict","f","f",1,0.71,36,188,80
"within a day","f",2,2,"Minor","Central Area",47.61057511,-122.3044013,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,0,40,2,10,2,13,31,45,278,81,93,10,9,10,10,9,9,"f","flexible","f","f",2,3.61,39,169,103
"within a few hours","f",1,1,"Minor","Central Area",47.6137239,-122.3091643,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",75,0,0,1,0,3,2,32,62,334,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,24,177,30
"within an hour","f",1,1,"Minor","Central Area",47.6100663,-122.3048812,"House","Entire home/apt",2,1,0,1,"Real Bed",75,0,30,2,30,2,23,32,32,249,3,100,10,10,10,10,10,10,"f","flexible","f","f",1,3,40,174,179
"within an hour","f",2,2,"Minor","Central Area",47.60767478,-122.3056185,"House","Entire home/apt",6,1,2,3,"Real Bed",115,250,100,3,30,2,30,60,90,365,81,96,9,10,10,10,9,9,"f","strict","f","f",2,2.62,38,168,169
"N/A","f",1,1,"Minor","Central Area",47.61369416,-122.3073254,"House","Entire home/apt",4,1,2,2,"Real Bed",220,0,75,4,20,2,0,0,0,185,10,92,10,9,9,10,10,9,"f","moderate","f","f",1,1.51,43,184,62
"within a few hours","f",3,3,"Minor","Central Area",47.60751122,-122.3075847,"House","Entire home/apt",6,1,3,4,"Real Bed",114,500,50,2,20,3,22,52,82,357,4,100,10,10,10,10,10,9,"f","flexible","f","f",3,0.9,80,193,106
"within a few hours","f",1,1,"Minor","Central Area",47.61722524,-122.3026362,"House","Private room",1,1.5,1,1,"Real Bed",54,0,0,1,20,2,18,48,78,167,45,95,9,9,10,10,10,10,"f","flexible","f","f",1,2.3,46,174,39
"N/A","f",1,1,"Minor","Central Area",47.61350303,-122.3108026,"Apartment","Private room",2,1,1,1,"Real Bed",75,0,10,1,20,1,0,0,0,127,14,99,10,10,10,10,10,10,"f","strict","f","f",1,2.78,48,191,18
"within an hour","f",3,3,"Minor","Central Area",47.60254407,-122.3098644,"Townhouse","Entire home/apt",4,0.5,1,1,"Real Bed",95,150,15,2,40,2,11,41,69,319,33,95,10,10,10,10,9,10,"f","strict","f","f",2,3.21,43,169,8
"within a day","f",1,1,"Minor","Central Area",47.60260013,-122.3095147,"House","Entire home/apt",6,2,2,2,"Real Bed",160,400,100,4,10,3,0,0,0,269,4,95,9,10,10,10,9,10,"f","flexible","f","f",1,0.16,49,165,171
"within an hour","f",3,3,"Minor","Central Area",47.6107524,-122.312152,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",175,0,60,1,0,3,21,51,78,335,3,100,10,10,10,9,10,9,"f","strict","f","f",3,0.36,17,64,10
"within a few hours","f",1,1,"Minor","Central Area",47.61396248,-122.3041849,"Apartment","Private room",1,1,1,1,"Futon",37,0,20,1,10,2,2,14,44,44,18,89,9,8,10,10,9,9,"f","strict","f","f",1,2.86,40,192,192
"within an hour","f",1,1,"Minor","Central Area",47.61245587,-122.3148894,"Apartment","Entire home/apt",3,2,2,2,"Real Bed",199,300,80,1,0,2,0,8,36,311,3,100,10,10,10,10,9,9,"f","strict","f","f",1,0.16,40,180,187
"within an hour","f",3,3,"Minor","Central Area",47.61093716,-122.3107331,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,0,60,1,0,3,20,50,77,340,4,90,10,10,10,10,10,10,"f","strict","f","f",3,0.41,32,88,15
"within a few hours","f",4,4,"Minor","Central Area",47.61240201,-122.3112072,"House","Entire home/apt",8,1,3,3,"Real Bed",175,300,80,3,20,3,30,60,90,365,13,72,8,7,8,8,9,8,"f","strict","t","t",3,1.36,19,152,154
"within a day","f",1,1,"Minor","Central Area",47.60820377,-122.309995,"House","Entire home/apt",4,1,2,2,"Real Bed",160,150,25,1,0,3,0,0,0,255,4,95,10,10,10,10,10,10,"f","strict","f","f",1,0.69,50,103,27
"within a day","f",1,1,"Minor","Central Area",47.61497797,-122.3092361,"Apartment","Private room",4,2,1,1,"Real Bed",125,0,0,1,0,2,21,51,81,352,11,96,10,10,10,10,10,10,"f","moderate","f","f",1,0.78,41,168,86
"within an hour","f",2,2,"Minor","Central Area",47.60373015,-122.3131471,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,200,60,1,0,1,0,0,0,247,1,100,10,10,10,10,10,10,"f","flexible","f","f",2,0.47,50,50,0
"within an hour","f",3,3,"Minor","Central Area",47.61037712,-122.3115658,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",175,0,60,1,0,3,20,50,77,318,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",3,0,33,148,148
"within a few hours","f",2,2,"Minor","Central Area",47.61280971,-122.3093698,"Condominium","Entire home/apt",3,1,1,2,"Real Bed",100,95,10,1,0,1,6,6,6,103,9,96,10,10,10,10,10,10,"f","flexible","f","f",2,2.7,41,58,0
"within a few hours","f",1,1,"Minor","Central Area",47.61006942,-122.3077298,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,100,0,1,0,5,22,25,53,300,9,98,10,9,9,10,10,10,"f","strict","f","f",1,0.41,49,205,79
"within a few hours","f",4,4,"Minor","Central Area",47.61014851,-122.3092557,"House","Private room",2,1,1,1,"Real Bed",95,250,50,1,0,2,30,60,90,365,13,90,9,9,9,9,9,9,"f","strict","t","t",3,0.3,0,158,158
"within a day","f",3,3,"Minor","Central Area",47.61161948,-122.3142567,"House","Private room",3,1,1,2,"Real Bed",90,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",3,0,15,15,0
"within a few hours","f",1,1,"Minor","Central Area",47.60725053,-122.3081946,"Apartment","Entire home/apt",6,1,2,2,"Real Bed",115,500,80,4,30,3,0,0,0,247,1,100,10,10,10,10,10,10,"f","strict","f","f",1,0.58,44,189,59
"within an hour","f",1,1,"Minor","Central Area",47.61197874,-122.3036215,"House","Entire home/apt",8,3.5,4,5,"Real Bed",270,300,100,1,0,1,18,18,18,37,1,100,10,10,10,10,10,10,"f","strict","f","f",1,0.73,39,165,172
"within a few hours","f",2,2,"Minor","Central Area",47.61056399,-122.3129119,"House","Private room",2,1,1,2,"Real Bed",65,0,55,1,0,1,30,60,90,365,3,100,10,10,10,10,10,10,"f","moderate","f","f",2,3,39,176,185
"within a few hours","f",9,9,"Minor","Central Area",47.60419373,-122.3099201,"House","Entire home/apt",10,3.5,4,6,"Real Bed",300,300,100,10,40,1,0,0,0,94,21,93,10,9,9,9,10,10,"f","strict","f","f",8,2.42,40,176,116
"within an hour","f",1,1,"Minor","Central Area",47.60848068,-122.3106915,"House","Entire home/apt",6,1.5,3,5,"Real Bed",200,0,0,1,0,5,0,0,0,0,1,100,10,10,10,10,10,10,"f","strict","f","f",1,0.19,43,179,116
"within a few hours","f",1,1,"Minor","Central Area",47.60951889,-122.3127036,"House","Entire home/apt",3,1,1,1,"Real Bed",156,95,25,3,25,2,30,60,90,365,4,95,10,10,10,10,10,10,"f","moderate","f","f",1,0.61,39,157,49
"within an hour","f",3,3,"Minor","Central Area",47.61089433,-122.3044801,"House","Entire home/apt",3,1,1,1,"Real Bed",115,100,10,2,25,2,3,8,35,310,3,100,10,10,10,9,10,9,"t","flexible","f","f",3,3,35,186,185
"within an hour","f",1,1,"Minor","Central Area",47.60613645,-122.3090328,"House","Entire home/apt",2,1,1,1,"Real Bed",119,300,25,2,25,1,22,52,82,357,2,100,10,10,10,10,10,10,"f","moderate","f","f",1,1.4,41,160,44
"within an hour","f",1,1,"Minor","Central Area",47.60294718,-122.3132107,"Townhouse","Private room",4,1,1,1,"Real Bed",85,150,40,2,15,2,0,0,0,138,8,98,10,10,10,10,9,10,"f","strict","f","f",1,2.45,39,180,83
"within a few hours","f",1,1,"Minor","Central Area",47.60216456,-122.3118822,"House","Entire home/apt",4,1,2,2,"Real Bed",100,200,100,4,50,1,30,59,59,59,2,90,10,10,9,10,10,9,"t","strict","f","f",1,2,13,166,171
"within a few hours","f",4,4,"Minor","Central Area",47.61137404,-122.3074812,"House","Entire home/apt",4,1,1,1,"Real Bed",99,350,60,1,20,3,2,32,62,337,18,75,9,6,8,9,8,8,"f","flexible","t","t",3,2.16,0,152,152
"within a day","f",1,1,"Minor","Central Area",47.61148293,-122.3097651,"House","Private room",4,1.5,1,1,"Real Bed",120,0,30,2,60,1,28,58,88,363,6,83,9,9,9,9,10,8,"f","strict","f","f",1,0.38,41,192,102
"within a day","f",1,1,"Minor","Central Area",47.61621959,-122.307324,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,0,0,2,25,2,30,60,90,365,20,93,10,9,10,10,10,9,"f","moderate","f","f",1,1.09,39,189,71
"within a few hours","f",1,1,"Minor","Central Area",47.60927076,-122.3111256,"Apartment","Private room",2,1,1,1,"Real Bed",75,0,10,1,0,2,0,0,24,24,6,100,10,10,10,10,10,10,"f","flexible","f","f",1,1.5,42,183,88
"within an hour","f",2,2,"Minor","Central Area",47.60187188,-122.307129,"House","Private room",2,1,1,1,"Real Bed",90,0,20,1,0,2,22,52,62,328,16,99,10,10,10,10,9,10,"f","moderate","f","f",2,1.07,39,170,103
"within a few hours","f",1,1,"Minor","Central Area",47.61360689,-122.3124325,"Apartment","Entire home/apt",2,2,1,1,"Real Bed",200,0,0,2,0,5,0,26,56,331,8,100,10,10,10,10,10,10,"f","strict","f","f",1,0.45,37,105,19
"within a few hours","f",1,1,"Minor","Central Area",47.60702962,-122.3069496,"House","Entire home/apt",6,3.5,4,4,"Real Bed",287,500,117,6,40,2,0,0,0,62,1,100,8,10,10,10,10,10,"f","strict","f","f",1,0.77,41,172,172
"N/A","f",1,1,"Minor","Central Area",47.60663359,-122.3160647,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",90,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,40,171,37
"N/A","f",1,1,"Minor","Central Area",47.61340138,-122.3034553,"House","Entire home/apt",2,1,1,1,"Real Bed",119,0,0,1,0,3,30,60,90,365,16,98,10,10,10,10,9,10,"f","flexible","f","f",1,0.79,39,174,125
"within a day","f",1,1,"Minor","Central Area",47.6041844,-122.312639,"House","Entire home/apt",5,2.5,2,3,"Real Bed",150,200,100,4,0,4,30,60,90,359,7,97,9,9,10,10,9,9,"f","moderate","f","f",1,0.42,38,168,173
"within an hour","f",1,1,"Minor","Central Area",47.60275515,-122.3119689,"House","Entire home/apt",4,1,2,3,"Real Bed",150,600,60,4,75,7,30,60,90,365,6,100,10,10,10,10,9,10,"f","strict","f","f",1,0.71,44,175,70
"N/A","f",1,1,"Leschi","Central Area",47.59680105,-122.2884614,"House","Entire home/apt",5,3,3,5,"Real Bed",279,250,200,1,0,3,0,0,0,75,1,100,10,10,10,10,10,10,"f","moderate","f","f",1,1,35,175,49
